Day_of_the_year,Latitude,Longitude,Month,Year,Max_Temperature,Avg_Temperature,Min_Temperature,GDD,Peak_Bloom_Day,Days to go for Peak Bloom
56,47.4814,7.730519,2,2029,36,29.1,23,0,0,0
57,47.4814,7.730519,2,2029,27,21.6,16,0,0,0
58,47.4814,7.730519,2,2029,25,19,14,0,0,0
59,47.4814,7.730519,2,2029,32,20.2,9,0,0,0
1,47.4814,7.730519,1,2030,43,41.6,39,9.6,0,0
2,47.4814,7.730519,1,2030,41,38,32,6,0,0
4,47.4814,7.730519,1,2030,39,31.8,25,0,0,0
5,47.4814,7.730519,1,2030,39,35.8,34,3.8,0,0
6,47.4814,7.730519,1,2030,41,38.9,37,6.9,0,0
7,47.4814,7.730519,1,2030,39,37.5,36,5.5,0,0
9,47.4814,7.730519,1,2030,39,35.2,32,3.2,0,0
19,47.4814,7.730519,1,2030,37,28.8,21,0,0,0
20,47.4814,7.730519,1,2030,34,28.9,23,0,0,0
21,47.4814,7.730519,1,2030,32,29.9,28,0,0,0
22,47.4814,7.730519,1,2030,36,30.5,27,0,0,0
24,47.4814,7.730519,1,2030,30,28.5,28,0,0,0
26,47.4814,7.730519,1,2030,43,35.4,32,3.4,0,0
29,47.4814,7.730519,1,2030,41,36.2,32,4.2,0,0
36,47.4814,7.730519,2,2030,41,31.9,25,0,0,0
39,47.4814,7.730519,2,2030,48,39.9,34,7.9,0,0
40,47.4814,7.730519,2,2030,55,45.9,34,13.9,0,0
45,47.4814,7.730519,2,2030,55,38.8,28,6.8,0,0
47,47.4814,7.730519,2,2030,64,44.7,32,12.7,0,0
49,47.4814,7.730519,2,2030,63,44.5,34,12.5,0,0
51,47.4814,7.730519,2,2030,57,41.8,30,9.8,0,0
52,47.4814,7.730519,2,2030,64,46.9,36,14.9,0,0
53,47.4814,7.730519,2,2030,55,45.9,36,13.9,0,0
54,47.4814,7.730519,2,2030,54,41,30,9,0,0
55,47.4814,7.730519,2,2030,55,38.5,27,6.5,0,0
56,47.4814,7.730519,2,2030,59,40.2,27,8.2,0,0
57,47.4814,7.730519,2,2030,63,42.3,28,10.3,0,0
58,47.4814,7.730519,2,2030,68,46.8,30,14.8,0,0
59,47.4814,7.730519,2,2030,66,50.1,36,18.1,0,0
1,47.4814,7.730519,1,2031,39,29.1,21,0,0,0
2,47.4814,7.730519,1,2031,41,32.6,27,0.6,0,0
3,47.4814,7.730519,1,2031,48,40.9,34,8.9,0,0
4,47.4814,7.730519,1,2031,48,43.1,37,11.1,0,0
6,47.4814,7.730519,1,2031,46,33.4,25,1.4,0,0
7,47.4814,7.730519,1,2031,45,37.3,28,5.3,0,0
8,47.4814,7.730519,1,2031,48,38.1,28,6.1,0,0
10,47.4814,7.730519,1,2031,52,46.3,43,14.3,0,0
11,47.4814,7.730519,1,2031,48,40,30,8,0,0
12,47.4814,7.730519,1,2031,45,35.2,27,3.2,0,0
13,47.4814,7.730519,1,2031,48,39.2,34,7.2,0,0
14,47.4814,7.730519,1,2031,52,40,32,8,0,0
15,47.4814,7.730519,1,2031,55,41.3,32,9.3,0,0
16,47.4814,7.730519,1,2031,57,45.2,37,13.2,0,0
17,47.4814,7.730519,1,2031,46,40.5,32,8.5,0,0
18,47.4814,7.730519,1,2031,46,41.5,34,9.5,0,0
21,47.4814,7.730519,1,2031,39,29.9,23,0,0,0
23,47.4814,7.730519,1,2031,34,28.7,25,0,0,0
24,47.4814,7.730519,1,2031,45,33.9,25,1.9,0,0
25,47.4814,7.730519,1,2031,48,36.9,30,4.9,0,0
26,47.4814,7.730519,1,2031,46,37.5,30,5.5,0,0
28,47.4814,7.730519,1,2031,50,44.1,37,12.1,0,0
30,47.4814,7.730519,1,2031,52,42.7,34,10.7,0,0
32,47.4814,7.730519,2,2031,59,52.1,43,20.1,0,0
33,47.4814,7.730519,2,2031,61,55,48,23,0,0
34,47.4814,7.730519,2,2031,61,56.4,50,24.4,0,0
35,47.4814,7.730519,2,2031,63,43.6,37,11.6,0,0
36,47.4814,7.730519,2,2031,46,39.1,28,7.1,0,0
37,47.4814,7.730519,2,2031,46,33.7,27,1.7,0,0
38,47.4814,7.730519,2,2031,50,33.9,25,1.9,0,0
39,47.4814,7.730519,2,2031,55,39.2,32,7.2,0,0
40,47.4814,7.730519,2,2031,61,47.5,34,15.5,0,0
41,47.4814,7.730519,2,2031,61,54.8,48,22.8,0,0
42,47.4814,7.730519,2,2031,52,43.6,39,11.6,0,0
43,47.4814,7.730519,2,2031,48,41.9,36,9.9,0,0
44,47.4814,7.730519,2,2031,54,43.4,34,11.4,0,0
45,47.4814,7.730519,2,2031,50,44.7,36,12.7,0,0
46,47.4814,7.730519,2,2031,55,43.6,34,11.6,0,0
47,47.4814,7.730519,2,2031,64,49.3,41,17.3,0,0
48,47.4814,7.730519,2,2031,61,50.6,43,18.6,0,0
49,47.4814,7.730519,2,2031,52,43.7,39,11.7,0,0
50,47.4814,7.730519,2,2031,48,44.1,41,12.1,0,0
51,47.4814,7.730519,2,2031,57,47,39,15,0,0
52,47.4814,7.730519,2,2031,50,43.1,34,11.1,0,0
53,47.4814,7.730519,2,2031,59,44.5,30,12.5,0,0
54,47.4814,7.730519,2,2031,63,55.1,46,23.1,0,0
55,47.4814,7.730519,2,2031,63,54.5,43,22.5,0,0
56,47.4814,7.730519,2,2031,52,47.9,41,15.9,0,0
57,47.4814,7.730519,2,2031,46,38.4,34,6.4,0,0
58,47.4814,7.730519,2,2031,50,39.6,34,7.6,0,0
59,47.4814,7.730519,2,2031,52,43.2,34,11.2,0,0
60,47.4814,7.730519,2,2031,64,49.5,41,17.5,0,0
1,49.2237,-123.1636,1,2004,39,35.1,30,3.1,91,91
5,49.2237,-123.1636,1,2004,25,19.3,16,0,91,87
6,49.2237,-123.1636,1,2004,30,14.5,0,0,91,86
7,49.2237,-123.1636,1,2004,39,25.2,0,0,91,85
9,49.2237,-123.1636,1,2004,48,31.9,0,0,91,83
10,49.2237,-123.1636,1,2004,48,32.5,0,0.5,91,82
14,49.2237,-123.1636,1,2004,54,37.8,0,5.8,91,78
18,49.2237,-123.1636,1,2004,46,32.2,0,0.2,91,74
20,49.2237,-123.1636,1,2004,45,32.7,0,0.7,91,72
21,49.2237,-123.1636,1,2004,46,43.3,41,11.3,91,71
23,49.2237,-123.1636,1,2004,45,25.9,0,0,91,69
24,49.2237,-123.1636,1,2004,43,30.9,0,0,91,68
27,49.2237,-123.1636,1,2004,41,22,0,0,91,65
28,49.2237,-123.1636,1,2004,48,37,0,5,91,64
30,49.2237,-123.1636,1,2004,48,34.4,0,2.4,91,62
34,49.2237,-123.1636,2,2004,43,31.4,0,0,91,58
35,49.2237,-123.1636,2,2004,46,26.1,0,0,91,57
36,49.2237,-123.1636,2,2004,43,24,0,0,91,56
37,49.2237,-123.1636,2,2004,0,0,0,0,91,55
38,49.2237,-123.1636,2,2004,46,41.6,0,9.6,91,54
40,49.2237,-123.1636,2,2004,43,34.6,0,2.6,91,52
41,49.2237,-123.1636,2,2004,45,41.7,37,9.7,91,51
42,49.2237,-123.1636,2,2004,48,40.5,34,8.5,91,50
43,49.2237,-123.1636,2,2004,50,27.3,0,0,91,49
45,49.2237,-123.1636,2,2004,48,34.2,0,2.2,91,47
46,49.2237,-123.1636,2,2004,45,24,0,0,91,46
49,49.2237,-123.1636,2,2004,48,40.6,0,8.6,91,43
50,49.2237,-123.1636,2,2004,50,38.6,0,6.6,91,42
51,49.2237,-123.1636,2,2004,46,43.2,39,11.2,91,41
52,49.2237,-123.1636,2,2004,45,24.2,0,0,91,40
53,49.2237,-123.1636,2,2004,52,42.5,34,10.5,91,39
54,49.2237,-123.1636,2,2004,54,34.4,0,2.4,91,38
55,49.2237,-123.1636,2,2004,54,35,0,3,91,37
56,49.2237,-123.1636,2,2004,48,40.8,0,8.8,91,36
57,49.2237,-123.1636,2,2004,50,40.8,0,8.8,91,35
58,49.2237,-123.1636,2,2004,48,29.2,0,0,91,34
1,49.2237,-123.1636,1,2005,39,21.8,0,0,99,99
2,49.2237,-123.1636,1,2005,37,31.1,25,0,99,98
3,49.2237,-123.1636,1,2005,37,29.1,21,0,99,97
4,49.2237,-123.1636,1,2005,37,29.2,23,0,99,96
5,49.2237,-123.1636,1,2005,37,29.2,23,0,99,95
6,49.2237,-123.1636,1,2005,34,11.7,0,0,99,94
7,49.2237,-123.1636,1,2005,36,8.9,0,0,99,93
8,49.2237,-123.1636,1,2005,34,10.8,0,0,99,92
9,49.2237,-123.1636,1,2005,32,27.6,19,0,99,91
10,49.2237,-123.1636,1,2005,34,29.6,25,0,99,90
11,49.2237,-123.1636,1,2005,36,19.2,0,0,99,89
12,49.2237,-123.1636,1,2005,39,35.9,28,3.9,99,88
13,49.2237,-123.1636,1,2005,34,29,21,0,99,87
14,49.2237,-123.1636,1,2005,30,22.3,16,0,99,86
15,49.2237,-123.1636,1,2005,30,11.5,0,0,99,85
16,49.2237,-123.1636,1,2005,39,20.3,0,0,99,84
17,49.2237,-123.1636,1,2005,48,31.8,0,0,99,83
18,49.2237,-123.1636,1,2005,52,33.7,0,1.7,99,82
19,49.2237,-123.1636,1,2005,59,36.7,0,4.7,99,81
20,49.2237,-123.1636,1,2005,54,31.2,0,0,99,80
21,49.2237,-123.1636,1,2005,55,31.4,0,0,99,79
22,49.2237,-123.1636,1,2005,54,28.7,0,0,99,78
23,49.2237,-123.1636,1,2005,57,40.6,0,8.6,99,77
24,49.2237,-123.1636,1,2005,55,46.6,0,14.6,99,76
25,49.2237,-123.1636,1,2005,50,27.9,0,0,99,75
26,49.2237,-123.1636,1,2005,52,42.2,0,10.2,99,74
27,49.2237,-123.1636,1,2005,52,45.9,0,13.9,99,73
28,49.2237,-123.1636,1,2005,46,25.8,0,0,99,72
29,49.2237,-123.1636,1,2005,48,35.6,0,3.6,99,71
30,49.2237,-123.1636,1,2005,46,24.4,0,0,99,70
31,49.2237,-123.1636,1,2005,54,45.1,0,13.1,99,69
32,49.2237,-123.1636,2,2005,54,40.9,0,8.9,99,68
33,49.2237,-123.1636,2,2005,55,49,45,17,99,67
34,49.2237,-123.1636,2,2005,50,38.3,0,6.3,99,66
35,49.2237,-123.1636,2,2005,48,32.2,0,0.2,99,65
36,49.2237,-123.1636,2,2005,43,40.9,39,8.9,99,64
37,49.2237,-123.1636,2,2005,39,21.5,0,0,99,63
38,49.2237,-123.1636,2,2005,43,35.9,28,3.9,99,62
39,49.2237,-123.1636,2,2005,41,35.5,30,3.5,99,61
40,49.2237,-123.1636,2,2005,43,30.6,0,0,99,60
41,49.2237,-123.1636,2,2005,45,36.6,30,4.6,99,59
42,49.2237,-123.1636,2,2005,54,40.5,28,8.5,99,58
43,49.2237,-123.1636,2,2005,50,36.3,0,4.3,99,57
44,49.2237,-123.1636,2,2005,45,40.4,36,8.4,99,56
45,49.2237,-123.1636,2,2005,41,29,0,0,99,55
46,49.2237,-123.1636,2,2005,41,35.2,28,3.2,99,54
47,49.2237,-123.1636,2,2005,45,34.9,27,2.9,99,53
48,49.2237,-123.1636,2,2005,45,36.4,27,4.4,99,52
49,49.2237,-123.1636,2,2005,46,36.8,30,4.8,99,51
50,49.2237,-123.1636,2,2005,45,37,28,5,99,50
51,49.2237,-123.1636,2,2005,46,37.9,28,5.9,99,49
52,49.2237,-123.1636,2,2005,46,36.8,28,4.8,99,48
53,49.2237,-123.1636,2,2005,46,37.5,28,5.5,99,47
54,49.2237,-123.1636,2,2005,48,38.9,30,6.9,99,46
55,49.2237,-123.1636,2,2005,57,42,30,10,99,45
56,49.2237,-123.1636,2,2005,50,43.4,37,11.4,99,44
57,49.2237,-123.1636,2,2005,43,24.9,0,0,99,43
58,49.2237,-123.1636,2,2005,46,19.5,0,0,99,42
59,49.2237,-123.1636,2,2005,54,31.2,0,0,99,41
3,49.2237,-123.1636,1,2006,45,42.3,39,10.3,89,87
4,49.2237,-123.1636,1,2006,50,45.7,41,13.7,89,86
7,49.2237,-123.1636,1,2006,48,46.2,45,14.2,89,83
8,49.2237,-123.1636,1,2006,46,42.6,36,10.6,89,82
9,49.2237,-123.1636,1,2006,46,45.5,43,13.5,89,81
10,49.2237,-123.1636,1,2006,46,43.3,41,11.3,89,80
11,49.2237,-123.1636,1,2006,46,44.2,41,12.2,89,79
12,49.2237,-123.1636,1,2006,45,42.4,39,10.4,89,78
15,49.2237,-123.1636,1,2006,45,38.6,30,6.6,89,75
16,49.2237,-123.1636,1,2006,48,40.9,37,8.9,89,74
17,49.2237,-123.1636,1,2006,50,45.9,43,13.9,89,73
18,49.2237,-123.1636,1,2006,46,43.8,41,11.8,89,72
19,49.2237,-123.1636,1,2006,45,43.4,39,11.4,89,71
20,49.2237,-123.1636,1,2006,45,40.9,36,8.9,89,70
21,49.2237,-123.1636,1,2006,43,40.9,39,8.9,89,69
22,49.2237,-123.1636,1,2006,45,45,45,13,89,68
23,49.2237,-123.1636,1,2006,48,45.4,43,13.4,89,67
24,49.2237,-123.1636,1,2006,50,42.2,37,10.2,89,66
25,49.2237,-123.1636,1,2006,50,44.1,37,12.1,89,65
26,49.2237,-123.1636,1,2006,45,43.7,41,11.7,89,64
29,49.2237,-123.1636,1,2006,46,39.6,36,7.6,89,61
30,49.2237,-123.1636,1,2006,52,45.8,43,13.8,89,60
31,49.2237,-123.1636,1,2006,46,43.5,37,11.5,89,59
35,49.2237,-123.1636,2,2006,50,46,45,14,89,55
36,49.2237,-123.1636,2,2006,46,41.3,37,9.3,89,54
39,49.2237,-123.1636,2,2006,46,44.3,39,12.3,89,51
42,49.2237,-123.1636,2,2006,48,38.7,30,6.7,89,48
44,49.2237,-123.1636,2,2006,46,43.2,39,11.2,89,46
47,49.2237,-123.1636,2,2006,45,35.9,28,3.9,89,43
48,49.2237,-123.1636,2,2006,41,33.8,27,1.8,89,42
49,49.2237,-123.1636,2,2006,41,33.5,25,1.5,89,41
53,49.2237,-123.1636,2,2006,46,42.6,37,10.6,89,37
54,49.2237,-123.1636,2,2006,45,39.8,36,7.8,89,36
56,49.2237,-123.1636,2,2006,39,34.2,28,2.2,89,34
57,49.2237,-123.1636,2,2006,45,40.6,36,8.6,89,33
58,49.2237,-123.1636,2,2006,52,47.8,41,15.8,89,32
59,49.2237,-123.1636,2,2006,48,41.6,39,9.6,89,31
5,49.2237,-123.1636,1,2007,46,35.2,0,3.2,91,87
6,49.2237,-123.1636,1,2007,45,41.5,39,9.5,91,86
7,49.2237,-123.1636,1,2007,50,45.3,41,13.3,91,85
8,49.2237,-123.1636,1,2007,45,41.1,37,9.1,91,84
9,49.2237,-123.1636,1,2007,50,42.6,34,10.6,91,83
11,49.2237,-123.1636,1,2007,32,25.2,19,0,91,81
12,49.2237,-123.1636,1,2007,28,22.4,16,0,91,80
13,49.2237,-123.1636,1,2007,30,25.7,21,0,91,79
14,49.2237,-123.1636,1,2007,32,24.8,19,0,91,78
17,49.2237,-123.1636,1,2007,37,35.9,34,3.9,91,75
18,49.2237,-123.1636,1,2007,41,30.1,0,0,91,74
19,49.2237,-123.1636,1,2007,41,39.7,37,7.7,91,73
20,49.2237,-123.1636,1,2007,45,39.3,36,7.3,91,72
21,49.2237,-123.1636,1,2007,39,39,39,7,91,71
22,49.2237,-123.1636,1,2007,45,43.5,39,11.5,91,70
25,49.2237,-123.1636,1,2007,46,40.9,37,8.9,91,67
26,49.2237,-123.1636,1,2007,45,37.4,30,5.4,91,66
28,49.2237,-123.1636,1,2007,39,32.1,0,0.1,91,64
29,49.2237,-123.1636,1,2007,39,36.4,34,4.4,91,63
31,49.2237,-123.1636,1,2007,37,36.4,32,4.4,91,61
32,49.2237,-123.1636,2,2007,39,33,0,1,91,60
33,49.2237,-123.1636,2,2007,43,27.1,0,0,91,59
34,49.2237,-123.1636,2,2007,45,37.9,30,5.9,91,58
35,49.2237,-123.1636,2,2007,43,41.5,39,9.5,91,57
36,49.2237,-123.1636,2,2007,46,39.6,0,7.6,91,56
38,49.2237,-123.1636,2,2007,48,46.1,45,14.1,91,54
39,49.2237,-123.1636,2,2007,52,47.5,45,15.5,91,53
40,49.2237,-123.1636,2,2007,48,43.5,37,11.5,91,52
41,49.2237,-123.1636,2,2007,50,45.8,43,13.8,91,51
43,49.2237,-123.1636,2,2007,52,47,45,15,91,49
46,49.2237,-123.1636,2,2007,54,46.9,41,14.9,91,46
47,49.2237,-123.1636,2,2007,50,44.1,36,12.1,91,45
48,49.2237,-123.1636,2,2007,55,48.1,43,16.1,91,44
49,49.2237,-123.1636,2,2007,52,45.9,43,13.9,91,43
50,49.2237,-123.1636,2,2007,48,44.4,39,12.4,91,42
51,49.2237,-123.1636,2,2007,46,42.7,41,10.7,91,41
52,49.2237,-123.1636,2,2007,46,41.4,39,9.4,91,40
53,49.2237,-123.1636,2,2007,48,41.7,37,9.7,91,39
54,49.2237,-123.1636,2,2007,46,40.4,36,8.4,91,38
56,49.2237,-123.1636,2,2007,46,42.6,41,10.6,91,36
59,49.2237,-123.1636,2,2007,41,31.3,0,0,91,33
1,49.2237,-123.1636,1,2008,41,38.4,34,6.4,86,86
2,49.2237,-123.1636,1,2008,45,42.6,39,10.6,86,85
3,49.2237,-123.1636,1,2008,48,44,41,12,86,84
4,49.2237,-123.1636,1,2008,50,45.8,43,13.8,86,83
5,49.2237,-123.1636,1,2008,48,43.4,39,11.4,86,82
6,49.2237,-123.1636,1,2008,41,37.5,34,5.5,86,81
7,49.2237,-123.1636,1,2008,43,36.8,34,4.8,86,80
9,49.2237,-123.1636,1,2008,0,0,0,0,86,78
10,49.2237,-123.1636,1,2008,43,39.4,34,7.4,86,77
11,49.2237,-123.1636,1,2008,50,45.3,41,13.3,86,76
12,49.2237,-123.1636,1,2008,46,44.3,43,12.3,86,75
13,49.2237,-123.1636,1,2008,46,42.6,37,10.6,86,74
15,49.2237,-123.1636,1,2008,39,34.3,28,2.3,86,72
16,49.2237,-123.1636,1,2008,36,34.2,30,2.2,86,71
19,49.2237,-123.1636,1,2008,39,34.9,0,2.9,86,68
20,49.2237,-123.1636,1,2008,43,37.1,30,5.1,86,67
21,49.2237,-123.1636,1,2008,39,32.6,25,0.6,86,66
22,49.2237,-123.1636,1,2008,37,30.6,25,0,86,65
24,49.2237,-123.1636,1,2008,39,32.1,27,0.1,86,63
25,49.2237,-123.1636,1,2008,39,32.1,25,0.1,86,62
26,49.2237,-123.1636,1,2008,37,34.6,32,2.6,86,61
27,49.2237,-123.1636,1,2008,37,33.4,28,1.4,86,60
28,49.2237,-123.1636,1,2008,36,30.1,25,0,86,59
29,49.2237,-123.1636,1,2008,37,21.7,0,0,86,58
30,49.2237,-123.1636,1,2008,41,30.9,0,0,86,57
35,49.2237,-123.1636,2,2008,37,33.9,28,1.9,86,52
36,49.2237,-123.1636,2,2008,45,39.3,34,7.3,86,51
37,49.2237,-123.1636,2,2008,41,37.1,34,5.1,86,50
39,49.2237,-123.1636,2,2008,46,44.5,43,12.5,86,48
40,49.2237,-123.1636,2,2008,45,42.5,41,10.5,86,47
41,49.2237,-123.1636,2,2008,48,44.9,37,12.9,86,46
42,49.2237,-123.1636,2,2008,41,40.3,37,8.3,86,45
43,49.2237,-123.1636,2,2008,50,44.5,41,12.5,86,44
44,49.2237,-123.1636,2,2008,45,41,36,9,86,43
45,49.2237,-123.1636,2,2008,43,39,34,7,86,42
49,49.2237,-123.1636,2,2008,45,37.1,30,5.1,86,38
55,49.2237,-123.1636,2,2008,48,42.6,39,10.6,86,32
57,49.2237,-123.1636,2,2008,55,46.4,41,14.4,86,30
58,49.2237,-123.1636,2,2008,48,46.1,45,14.1,86,29
59,49.2237,-123.1636,2,2008,52,46.9,45,14.9,86,28
60,49.2237,-123.1636,2,2008,52,46.1,43,14.1,86,27
1,49.2237,-123.1636,1,2009,36,28.1,0,0,91,91
2,49.2237,-123.1636,1,2009,36,32.5,27,0.5,91,90
3,49.2237,-123.1636,1,2009,34,17.3,0,0,91,89
4,49.2237,-123.1636,1,2009,39,23.9,0,0,91,88
5,49.2237,-123.1636,1,2009,37,35.4,34,3.4,91,87
6,49.2237,-123.1636,1,2009,41,37.5,36,5.5,91,86
7,49.2237,-123.1636,1,2009,48,43.5,39,11.5,91,85
8,49.2237,-123.1636,1,2009,45,41.9,37,9.9,91,84
9,49.2237,-123.1636,1,2009,39,37.3,32,5.3,91,83
10,49.2237,-123.1636,1,2009,37,36.6,36,4.6,91,82
11,49.2237,-123.1636,1,2009,43,40.5,39,8.5,91,81
12,49.2237,-123.1636,1,2009,45,42.5,39,10.5,91,80
13,49.2237,-123.1636,1,2009,43,41.1,37,9.1,91,79
14,49.2237,-123.1636,1,2009,39,37.2,34,5.2,91,78
15,49.2237,-123.1636,1,2009,37,36.8,36,4.8,91,77
16,49.2237,-123.1636,1,2009,37,35.7,34,3.7,91,76
17,49.2237,-123.1636,1,2009,36,34.9,34,2.9,91,75
18,49.2237,-123.1636,1,2009,39,33.8,0,1.8,91,74
19,49.2237,-123.1636,1,2009,37,34.5,0,2.5,91,73
20,49.2237,-123.1636,1,2009,36,25,0,0,91,72
21,49.2237,-123.1636,1,2009,34,24.1,0,0,91,71
22,49.2237,-123.1636,1,2009,34,23.6,0,0,91,70
23,49.2237,-123.1636,1,2009,39,27.6,0,0,91,69
24,49.2237,-123.1636,1,2009,37,31.4,27,0,91,68
25,49.2237,-123.1636,1,2009,37,32.1,27,0.1,91,67
26,49.2237,-123.1636,1,2009,36,26.1,0,0,91,66
27,49.2237,-123.1636,1,2009,36,23.2,0,0,91,65
28,49.2237,-123.1636,1,2009,43,38.4,36,6.4,91,64
29,49.2237,-123.1636,1,2009,41,39.5,36,7.5,91,63
30,49.2237,-123.1636,1,2009,45,40.8,37,8.8,91,62
31,49.2237,-123.1636,1,2009,45,39.6,34,7.6,91,61
32,49.2237,-123.1636,2,2009,37,35.3,34,3.3,91,60
33,49.2237,-123.1636,2,2009,45,40.1,36,8.1,91,59
34,49.2237,-123.1636,2,2009,50,38.1,30,6.1,91,58
35,49.2237,-123.1636,2,2009,52,40.3,34,8.3,91,57
36,49.2237,-123.1636,2,2009,45,40.8,36,8.8,91,56
37,49.2237,-123.1636,2,2009,45,41.4,36,9.4,91,55
38,49.2237,-123.1636,2,2009,45,40,36,8,91,54
39,49.2237,-123.1636,2,2009,46,39.7,34,7.7,91,53
40,49.2237,-123.1636,2,2009,43,38.3,32,6.3,91,52
41,49.2237,-123.1636,2,2009,39,36.1,32,4.1,91,51
42,49.2237,-123.1636,2,2009,43,37.7,34,5.7,91,50
43,49.2237,-123.1636,2,2009,43,38.2,34,6.2,91,49
44,49.2237,-123.1636,2,2009,43,36.9,30,4.9,91,48
45,49.2237,-123.1636,2,2009,43,38.8,34,6.8,91,47
46,49.2237,-123.1636,2,2009,43,38.1,28,6.1,91,46
47,49.2237,-123.1636,2,2009,43,37.4,28,5.4,91,45
48,49.2237,-123.1636,2,2009,46,40.7,36,8.7,91,44
49,49.2237,-123.1636,2,2009,46,39.9,32,7.9,91,43
50,49.2237,-123.1636,2,2009,45,39.4,34,7.4,91,42
51,49.2237,-123.1636,2,2009,50,38.6,28,6.6,91,41
52,49.2237,-123.1636,2,2009,45,38.1,28,6.1,91,40
53,49.2237,-123.1636,2,2009,50,45.2,43,13.2,91,39
54,49.2237,-123.1636,2,2009,54,46.9,45,14.9,91,38
55,49.2237,-123.1636,2,2009,48,45.8,43,13.8,91,37
56,49.2237,-123.1636,2,2009,46,35.7,0,3.7,91,36
57,49.2237,-123.1636,2,2009,36,30.6,27,0,91,35
58,49.2237,-123.1636,2,2009,43,37.2,34,5.2,91,34
59,49.2237,-123.1636,2,2009,45,39.8,36,7.8,91,33
1,49.2237,-123.1636,1,2010,50,46.3,41,14.3,90,90
2,49.2237,-123.1636,1,2010,48,44.7,37,12.7,90,89
3,49.2237,-123.1636,1,2010,48,42.8,39,10.8,90,88
4,49.2237,-123.1636,1,2010,43,43,43,11,90,87
5,49.2237,-123.1636,1,2010,46,43.4,39,11.4,90,86
6,49.2237,-123.1636,1,2010,45,38.5,32,6.5,90,85
7,49.2237,-123.1636,1,2010,41,36.6,30,4.6,90,84
8,49.2237,-123.1636,1,2010,45,42.1,39,10.1,90,83
9,49.2237,-123.1636,1,2010,52,48.8,45,16.8,90,82
10,49.2237,-123.1636,1,2010,54,48.6,41,16.6,90,81
11,49.2237,-123.1636,1,2010,55,52,48,20,90,80
12,49.2237,-123.1636,1,2010,55,50.9,48,18.9,90,79
13,49.2237,-123.1636,1,2010,52,47.6,45,15.6,90,78
14,49.2237,-123.1636,1,2010,50,46.1,45,14.1,90,77
15,49.2237,-123.1636,1,2010,48,45.7,39,13.7,90,76
16,49.2237,-123.1636,1,2010,48,42.4,37,10.4,90,75
17,49.2237,-123.1636,1,2010,50,45.9,43,13.9,90,74
18,49.2237,-123.1636,1,2010,54,48.6,41,16.6,90,73
19,49.2237,-123.1636,1,2010,57,49.8,43,17.8,90,72
20,49.2237,-123.1636,1,2010,52,47.8,45,15.8,90,71
21,49.2237,-123.1636,1,2010,55,46.9,43,14.9,90,70
22,49.2237,-123.1636,1,2010,46,43.4,39,11.4,90,69
23,49.2237,-123.1636,1,2010,48,42,37,10,90,68
24,49.2237,-123.1636,1,2010,46,41.8,37,9.8,90,67
25,49.2237,-123.1636,1,2010,48,44.9,41,12.9,90,66
26,49.2237,-123.1636,1,2010,46,42,36,10,90,65
27,49.2237,-123.1636,1,2010,46,42.8,37,10.8,90,64
28,49.2237,-123.1636,1,2010,48,45.7,43,13.7,90,63
29,49.2237,-123.1636,1,2010,52,47,43,15,90,62
30,49.2237,-123.1636,1,2010,48,45.8,45,13.8,90,61
31,49.2237,-123.1636,1,2010,50,46.2,45,14.2,90,60
32,49.2237,-123.1636,2,2010,48,45.1,41,13.1,90,59
33,49.2237,-123.1636,2,2010,48,44.4,43,12.4,90,58
34,49.2237,-123.1636,2,2010,46,43.3,37,11.3,90,57
35,49.2237,-123.1636,2,2010,55,48.7,45,16.7,90,56
36,49.2237,-123.1636,2,2010,55,47.8,43,15.8,90,55
37,49.2237,-123.1636,2,2010,54,44.4,37,12.4,90,54
38,49.2237,-123.1636,2,2010,46,45.2,43,13.2,90,53
39,49.2237,-123.1636,2,2010,48,44,41,12,90,52
40,49.2237,-123.1636,2,2010,46,38.2,34,6.2,90,51
41,49.2237,-123.1636,2,2010,48,42.4,37,10.4,90,50
42,49.2237,-123.1636,2,2010,52,45.8,43,13.8,90,49
43,49.2237,-123.1636,2,2010,52,49,45,17,90,48
44,49.2237,-123.1636,2,2010,50,47.7,45,15.7,90,47
45,49.2237,-123.1636,2,2010,54,48.3,43,16.3,90,46
46,49.2237,-123.1636,2,2010,50,45,37,13,90,45
47,49.2237,-123.1636,2,2010,52,46.9,43,14.9,90,44
48,49.2237,-123.1636,2,2010,46,41.2,36,9.2,90,43
49,49.2237,-123.1636,2,2010,48,41.4,34,9.4,90,42
50,49.2237,-123.1636,2,2010,50,41.2,32,9.2,90,41
51,49.2237,-123.1636,2,2010,48,41.3,34,9.3,90,40
52,49.2237,-123.1636,2,2010,50,41.3,34,9.3,90,39
53,49.2237,-123.1636,2,2010,48,40.8,32,8.8,90,38
54,49.2237,-123.1636,2,2010,48,42.6,39,10.6,90,37
55,49.2237,-123.1636,2,2010,46,43.8,41,11.8,90,36
56,49.2237,-123.1636,2,2010,54,47.6,45,15.6,90,35
57,49.2237,-123.1636,2,2010,48,46.3,45,14.3,90,34
58,49.2237,-123.1636,2,2010,50,47.6,45,15.6,90,33
59,49.2237,-123.1636,2,2010,54,48.1,46,16.1,90,32
1,49.2237,-123.1636,1,2011,37,29,21,0,88,88
2,49.2237,-123.1636,1,2011,37,30.1,23,0,88,87
3,49.2237,-123.1636,1,2011,39,31.2,25,0,88,86
